total_rows,total_elapsed_time,total_reward,elapsed_time,reward,conflict_count
22,19.541569999999997,44355.0,1.87823,2927.0,0.0
26,27.118949999999998,25801.0,1.85678,1792.0,0.0
24,26.417089999999998,50666.0,1.90199,3199.0,0.0
26,32.83518,20596.0,2.15011,1573.0,0.0
