ID,x,y,分段长/m,分段宽/m,最早开工时间,加工周期/de,最早出场时间
B027,0,152,8,7,2017/10/24,21,2017/11/23
B031,7,152,8,8,2017/10/30,17,2017/11/27
B039,15,152,8,8,2017/11/13,17,2017/12/9
B010,9,9,2017/9/20,13,2017/10/13
B019,9,8,2017/10/4,15,2017/10/23
B025,9,7,2017/10/21,11,2017/11/10
B029,9,9,2017/10/25,16,2017/11/19
B033,9,8,2017/11/1,13,2017/11/26
B011,10,9,2017/9/23,7,2017/10/12
B016,10,9,2017/10/3,9,2017/10/25
B023,10,8,2017/10/13,11,2017/11/1
